"","GO_species","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","GO_number","GO_description","Species","Taxonomic_ID"
"2791","GO:0008663_2',3'-cyclic-nucleotide 2'-phosphodiesterase activity|33968",0.122078232975339,0,0,0,0.0563843751326204,0,4.01566903088139,0,"GO:0008663","2',3'-cyclic-nucleotide 2'-phosphodiesterase activity","Leuconostoc pseudomesenteroides","33968"
"2792","GO:0008666_2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity|138074",2.80779935843279,0,0,0,4.99001719923691,3.77555250686846,0,0,"GO:0008666","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity","Serratia symbiotica","138074"
"2793","GO:0008667_2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity|138074",2.31948642653143,0,0,0,2.90379531932995,4.11115717414566,0,0,"GO:0008667","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity","Serratia symbiotica","138074"
"2794","GO:0008668_synthase activity|138074",25.1481159929198,0,0,127.843128281971,16.9153125397861,13.4241866910879,0,0,"GO:0008668","synthase activity","Serratia symbiotica","138074"
"2795","GO:0008668_synthase activity|571",0.122078232975339,0,0,0,0,0,0,0,"GO:0008668","synthase activity","Klebsiella oxytoca","571"
"2796","GO:0008670_2,4-dienoyl-CoA reductase (NADPH) activity|1914861",0.122078232975339,0,0,0,0.451075001060964,0,0,0,"GO:0008670","2,4-dienoyl-CoA reductase (NADPH) activity","Enterobacter sp. SA187","1914861"
"2797","GO:0008671_2-dehydro-3-deoxygalactonokinase activity|1239307",1.34286056272872,0,0,0,0.0845765626989307,0,0,0,"GO:0008671","2-dehydro-3-deoxygalactonokinase activity","Sodalis praecaptivus","1239307"
"2798","GO:0008672_2-dehydro-3-deoxyglucarate aldolase activity|47885",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:0008672","2-dehydro-3-deoxyglucarate aldolase activity","Pseudomonas oryzihabitans","47885"
"2799","GO:0008672_2-dehydro-3-deoxyglucarate aldolase activity|69218",1.09870409677805,0,0,0,0,0,0,0,"GO:0008672","2-dehydro-3-deoxyglucarate aldolase activity","Enterobacter cancerogenus","69218"
"2800","GO:0008673_2-dehydro-3-deoxygluconokinase activity|48296",0.122078232975339,0,0,0,0,0,0,0,"GO:0008673","2-dehydro-3-deoxygluconokinase activity","Acinetobacter pittii","48296"
"2801","GO:0008675_2-dehydro-3-deoxy-phosphogluconate aldolase activity|48296",0.427273815413685,0,0,0,0,0,0,0,"GO:0008675","2-dehydro-3-deoxy-phosphogluconate aldolase activity","Acinetobacter pittii","48296"
"2802","GO:0008676_3-deoxy-8-phosphooctulonate synthase activity|138074",5.31040313442723,0,0,0,9.52895939741286,9.4808318505808,0,0,"GO:0008676","3-deoxy-8-phosphooctulonate synthase activity","Serratia symbiotica","138074"
"2803","GO:0008676_3-deoxy-8-phosphooctulonate synthase activity|48296",0.122078232975339,0,0,0,0,0,0,0,"GO:0008676","3-deoxy-8-phosphooctulonate synthase activity","Acinetobacter pittii","48296"
"2804","GO:0008677_2-dehydropantoate 2-reductase activity|138074",12.1467841810462,0,0,0,8.90873127095403,30.288321221767,0,0,"GO:0008677","2-dehydropantoate 2-reductase activity","Serratia symbiotica","138074"
"2805","GO:0008678_2-deoxy-D-gluconate 3-dehydrogenase activity|33968",0.366234698926016,0,0,0,0,0,0,0,"GO:0008678","2-deoxy-D-gluconate 3-dehydrogenase activity","Leuconostoc pseudomesenteroides","33968"
"2806","GO:0008678_2-deoxy-D-gluconate 3-dehydrogenase activity|69218",1.46493879570406,0,0,0,0,0,0,0,"GO:0008678","2-deoxy-D-gluconate 3-dehydrogenase activity","Enterobacter cancerogenus","69218"
"2807","GO:0008679_2-hydroxy-3-oxopropionate reductase activity|1914861",0.488312931901354,0,0,0,0,0,0,0,"GO:0008679","2-hydroxy-3-oxopropionate reductase activity","Enterobacter sp. SA187","1914861"
"2808","GO:0008681_2-octaprenyl-6-methoxyphenol hydroxylase activity|138074",8.17924160934769,0,0,0,7.66827501803638,4.78236650870005,50.1958628860173,0,"GO:0008681","2-octaprenyl-6-methoxyphenol hydroxylase activity","Serratia symbiotica","138074"
"2809","GO:0008681_2-octaprenyl-6-methoxyphenol hydroxylase activity|69218",0.732469397852032,0,0,0,0,0,0,0,"GO:0008681","2-octaprenyl-6-methoxyphenol hydroxylase activity","Enterobacter cancerogenus","69218"
"2810","GO:0008683_2-oxoglutarate decarboxylase activity|69218",0.366234698926016,0,0,0,0,0,0,0,"GO:0008683","2-oxoglutarate decarboxylase activity","Enterobacter cancerogenus","69218"
"2811","GO:0008684_2-oxopent-4-enoate hydratase activity|33968",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008684","2-oxopent-4-enoate hydratase activity","Leuconostoc pseudomesenteroides","33968"
"2812","GO:0008685_2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity|138074",9.46106305558874,0,0,0,6.25866563972087,7.13159917964042,0,0,"GO:0008685","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity","Serratia symbiotica","138074"
"2813","GO:0008685_2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity|48296",1.34286056272872,0,0,0,0,0,0,0,"GO:0008685","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity","Acinetobacter pittii","48296"
"2814","GO:0008686_3,4-dihydroxy-2-butanone-4-phosphate synthase activity|138074",2.19740819355609,0,0,0,3.5804078209214,3.69165134004916,0,0,"GO:0008686","3,4-dihydroxy-2-butanone-4-phosphate synthase activity","Serratia symbiotica","138074"
"2815","GO:0008689_3-demethylubiquinone-9 3-O-methyltransferase activity|138074",1.22078232975339,0,0,116.221025710882,4.31340469764546,10.5715470192317,36.1410212779325,0,"GO:0008689","3-demethylubiquinone-9 3-O-methyltransferase activity","Serratia symbiotica","138074"
"2816","GO:0008690_3-deoxy-manno-octulosonate cytidylyltransferase activity|1239307",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008690","3-deoxy-manno-octulosonate cytidylyltransferase activity","Sodalis praecaptivus","1239307"
"2817","GO:0008690_3-deoxy-manno-octulosonate cytidylyltransferase activity|138074",7.56885044447099,0,0,0,8.59861720772462,4.11115717414566,44.1723593396952,0,"GO:0008690","3-deoxy-manno-octulosonate cytidylyltransferase activity","Serratia symbiotica","138074"
"2818","GO:0008690_3-deoxy-manno-octulosonate cytidylyltransferase activity|1914861",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008690","3-deoxy-manno-octulosonate cytidylyltransferase activity","Enterobacter sp. SA187","1914861"
"2819","GO:0008690_3-deoxy-manno-octulosonate cytidylyltransferase activity|69218",0.0610391164876693,0,0,0,0.0281921875663102,0,0,0,"GO:0008690","3-deoxy-manno-octulosonate cytidylyltransferase activity","Enterobacter cancerogenus","69218"
"2820","GO:0008691_3-hydroxybutyryl-CoA dehydrogenase activity|69218",0.915586747315039,0,0,0,1.29684062805027,0,0,0,"GO:0008691","3-hydroxybutyryl-CoA dehydrogenase activity","Enterobacter cancerogenus","69218"
"2821","GO:0008692_3-hydroxybutyryl-CoA epimerase activity|1914861",0.915586747315039,0,0,0,0.958534377254548,0,0,0,"GO:0008692","3-hydroxybutyryl-CoA epimerase activity","Enterobacter sp. SA187","1914861"
"2822","GO:0008693_3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity|138074",10.3156106864161,0,91.4786390643358,0,3.24210157012568,6.12478517780883,0,0,"GO:0008693","3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity","Serratia symbiotica","138074"
"2823","GO:0008694_3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity|138074",4.39481638711219,0,0,0,5.18736251220108,2.76873850503687,52.203697401458,0,"GO:0008694","3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity","Serratia symbiotica","138074"
"2824","GO:0008696_4-amino-4-deoxychorismate lyase activity|138074",2.80779935843279,0,0,0,10.177379711438,3.94335484050706,0,0,"GO:0008696","4-amino-4-deoxychorismate lyase activity","Serratia symbiotica","138074"
"2825","GO:0008696_4-amino-4-deoxychorismate lyase activity|69218",0.0610391164876693,0,0,0,2.42452813070268,0,0,0,"GO:0008696","4-amino-4-deoxychorismate lyase activity","Enterobacter cancerogenus","69218"
"2826","GO:0008697_4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity|1239307",1.46493879570406,0,0,0,1.9170687545091,0,0,0,"GO:0008697","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity","Sodalis praecaptivus","1239307"
"2827","GO:0008700_4-hydroxy-2-oxoglutarate aldolase activity|48296",0.427273815413685,0,0,0,0,0,0,0,"GO:0008700","4-hydroxy-2-oxoglutarate aldolase activity","Acinetobacter pittii","48296"
"2828","GO:0008703_5-amino-6-(5-phosphoribosylamino)uracil reductase activity|138074",11.4143147831942,6.57630418233311,0,0,12.2636015913449,11.494459854244,0,0,"GO:0008703","5-amino-6-(5-phosphoribosylamino)uracil reductase activity","Serratia symbiotica","138074"
"2829","GO:0008703_5-amino-6-(5-phosphoribosylamino)uracil reductase activity|1914861",2.3805255430191,0,0,0,0,0,0,0,"GO:0008703","5-amino-6-(5-phosphoribosylamino)uracil reductase activity","Enterobacter sp. SA187","1914861"
"2830","GO:0008703_5-amino-6-(5-phosphoribosylamino)uracil reductase activity|47885",0.183117349463008,0,0,0,2.05802969234065,0,0,0,"GO:0008703","5-amino-6-(5-phosphoribosylamino)uracil reductase activity","Pseudomonas oryzihabitans","47885"
"2831","GO:0008704_5-carboxymethyl-2-hydroxymuconate delta-isomerase activity|138074",0.0610391164876693,0,0,0,0.394690625928343,0.0839011668192991,0,0,"GO:0008704","5-carboxymethyl-2-hydroxymuconate delta-isomerase activity","Serratia symbiotica","138074"
"2832","GO:0008704_5-carboxymethyl-2-hydroxymuconate delta-isomerase activity|571",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008704","5-carboxymethyl-2-hydroxymuconate delta-isomerase activity","Klebsiella oxytoca","571"
"2833","GO:0008705_methionine synthase activity|69218",2.44156465950677,0,0,0,0,0,0,0,"GO:0008705","methionine synthase activity","Enterobacter cancerogenus","69218"
"2834","GO:0008706_6-phospho-beta-glucosidase activity|138074",3.84546433872317,0,0,0,9.21884533418344,1.59412216956668,0,0,"GO:0008706","6-phospho-beta-glucosidase activity","Serratia symbiotica","138074"
"2835","GO:0008706_6-phospho-beta-glucosidase activity|1914861",1.64805614516707,0,0,0,1.32503281561658,0,0,0,"GO:0008706","6-phospho-beta-glucosidase activity","Enterobacter sp. SA187","1914861"
"2836","GO:0008706_6-phospho-beta-glucosidase activity|33968",1.15974321326572,0,0,0,1.21226406535134,0,6.02350354632208,0,"GO:0008706","6-phospho-beta-glucosidase activity","Leuconostoc pseudomesenteroides","33968"
"2837","GO:0008706_6-phospho-beta-glucosidase activity|69218",1.28182144624106,0,0,0,0.761189064290376,0,14.0548416080849,0,"GO:0008706","6-phospho-beta-glucosidase activity","Enterobacter cancerogenus","69218"
"2838","GO:0008707_4-phytase activity|1239307",0.793508514339701,0,0,0,0.563843751326204,0.587308167735094,0,13.8786499923076,"GO:0008707","4-phytase activity","Sodalis praecaptivus","1239307"
"2839","GO:0008707_4-phytase activity|47885",0.183117349463008,0,0,0,0.0563843751326204,0,0,0,"GO:0008707","4-phytase activity","Pseudomonas oryzihabitans","47885"
"2840","GO:0008710_8-amino-7-oxononanoate synthase activity|138074",10.6818453853421,0,0,0,10.4029172119685,5.70527934371234,0,0,"GO:0008710","8-amino-7-oxononanoate synthase activity","Serratia symbiotica","138074"
"2841","GO:0008712_ADP-glyceromanno-heptose 6-epimerase activity|138074",6.77534193013129,0,0,0,5.61024532569573,24.7508442116932,40.1566903088139,0,"GO:0008712","ADP-glyceromanno-heptose 6-epimerase activity","Serratia symbiotica","138074"
"2842","GO:0008713_ADP-heptose-lipopolysaccharide heptosyltransferase activity|138074",0.0610391164876693,0,0,0,0.0563843751326204,0,0,0,"GO:0008713","ADP-heptose-lipopolysaccharide heptosyltransferase activity","Serratia symbiotica","138074"
"2843","GO:0008714_AMP nucleosidase activity|1239307",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008714","AMP nucleosidase activity","Sodalis praecaptivus","1239307"
"2844","GO:0008714_AMP nucleosidase activity|138074",0.183117349463008,0,0,0,0.394690625928343,0.335604667277196,0,0,"GO:0008714","AMP nucleosidase activity","Serratia symbiotica","138074"
"2845","GO:0008715_CDP-diacylglycerol diphosphatase activity|47885",0.305195582438346,0,0,0,0,0,0,0,"GO:0008715","CDP-diacylglycerol diphosphatase activity","Pseudomonas oryzihabitans","47885"
"2846","GO:0008716_D-alanine-D-alanine ligase activity|1239307",4.45585550359986,0,0,0,4.39798126034439,0,0,0,"GO:0008716","D-alanine-D-alanine ligase activity","Sodalis praecaptivus","1239307"
"2847","GO:0008716_D-alanine-D-alanine ligase activity|138074",10.4987280358791,0,0,0,4.79267188627274,13.9275936920037,0,0,"GO:0008716","D-alanine-D-alanine ligase activity","Serratia symbiotica","138074"
"2848","GO:0008716_D-alanine-D-alanine ligase activity|1914861",1.64805614516707,0,0,0,0.986726564820858,0,0,0,"GO:0008716","D-alanine-D-alanine ligase activity","Enterobacter sp. SA187","1914861"
"2849","GO:0008716_D-alanine-D-alanine ligase activity|33968",2.68572112545745,0,0,0,0.225537500530482,0,0,0,"GO:0008716","D-alanine-D-alanine ligase activity","Leuconostoc pseudomesenteroides","33968"
"2850","GO:0008716_D-alanine-D-alanine ligase activity|47885",0.244156465950677,0,3.81160996101399,0,0.140960937831551,0,0,0,"GO:0008716","D-alanine-D-alanine ligase activity","Pseudomonas oryzihabitans","47885"
"2851","GO:0008716_D-alanine-D-alanine ligase activity|69218",2.19740819355609,0,0,0,0.592035938892515,0,0,0,"GO:0008716","D-alanine-D-alanine ligase activity","Enterobacter cancerogenus","69218"
"2852","GO:0008718_D-amino-acid dehydrogenase activity|1914861",0.915586747315039,0,0,0,0,0,0,0,"GO:0008718","D-amino-acid dehydrogenase activity","Enterobacter sp. SA187","1914861"
"2853","GO:0008720_D-lactate dehydrogenase activity|138074",0.0610391164876693,0,0,0,0,0.0839011668192991,0,0,"GO:0008720","D-lactate dehydrogenase activity","Serratia symbiotica","138074"
"2854","GO:0008720_D-lactate dehydrogenase activity|33968",1.89221261111775,0,0,0,0.0563843751326204,0,0,0,"GO:0008720","D-lactate dehydrogenase activity","Leuconostoc pseudomesenteroides","33968"
"2855","GO:0008721_D-serine ammonia-lyase activity|1914861",0.0610391164876693,0,0,0,0.0563843751326204,0,0,0,"GO:0008721","D-serine ammonia-lyase activity","Enterobacter sp. SA187","1914861"
"2856","GO:0008725_DNA-3-methyladenine glycosylase activity|1914861",0.671430281364362,0,0,0,0,0,0,0,"GO:0008725","DNA-3-methyladenine glycosylase activity","Enterobacter sp. SA187","1914861"
"2857","GO:0008725_DNA-3-methyladenine glycosylase activity|69218",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008725","DNA-3-methyladenine glycosylase activity","Enterobacter cancerogenus","69218"
"2858","GO:0008726_alkanesulfonate monooxygenase activity|47885",0.122078232975339,0,0,0,0,0,0,0,"GO:0008726","alkanesulfonate monooxygenase activity","Pseudomonas oryzihabitans","47885"
"2859","GO:0008728_GTP diphosphokinase activity|138074",26.1857809732101,0,0,17.4331538566324,27.2900375641883,23.8279313766809,0,0,"GO:0008728","GTP diphosphokinase activity","Serratia symbiotica","138074"
"2860","GO:0008728_GTP diphosphokinase activity|33968",0.0610391164876693,0,0,0,0.112768750265241,0,0,0,"GO:0008728","GTP diphosphokinase activity","Leuconostoc pseudomesenteroides","33968"
"2861","GO:0008728_GTP diphosphokinase activity|47885",0.305195582438346,0,0,0,0,0,0,0,"GO:0008728","GTP diphosphokinase activity","Pseudomonas oryzihabitans","47885"
"2862","GO:0008728_GTP diphosphokinase activity|48296",0.122078232975339,0,0,0,0.0281921875663102,0,0,0,"GO:0008728","GTP diphosphokinase activity","Acinetobacter pittii","48296"
"2863","GO:0008728_GTP diphosphokinase activity|69218",3.41819052330948,0,0,0,0,0,0,0,"GO:0008728","GTP diphosphokinase activity","Enterobacter cancerogenus","69218"
"2864","GO:0008733_L-arabinose isomerase activity|1239307",1.40389967921639,0,0,0,0,0,0,0,"GO:0008733","L-arabinose isomerase activity","Sodalis praecaptivus","1239307"
"2865","GO:0008734_L-aspartate oxidase activity|138074",14.4662706075776,0,0,0,15.1110125355423,17.3675415315949,0,0,"GO:0008734","L-aspartate oxidase activity","Serratia symbiotica","138074"
"2866","GO:0008734_L-aspartate oxidase activity|1914861",1.34286056272872,0,0,0,0,0,0,0,"GO:0008734","L-aspartate oxidase activity","Enterobacter sp. SA187","1914861"
"2867","GO:0008734_L-aspartate oxidase activity|47885",0.488312931901354,0,0,0,0.676612501591445,0,0,0,"GO:0008734","L-aspartate oxidase activity","Pseudomonas oryzihabitans","47885"
"2868","GO:0008736_L-fucose isomerase activity|69218",1.34286056272872,0,0,0,0.620228126458825,0,0,0,"GO:0008736","L-fucose isomerase activity","Enterobacter cancerogenus","69218"
"2869","GO:0008737_L-fuculokinase activity|69218",0.671430281364362,0,0,0,0,0,0,0,"GO:0008737","L-fuculokinase activity","Enterobacter cancerogenus","69218"
"2870","GO:0008741_ribulokinase activity|1239307",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008741","ribulokinase activity","Sodalis praecaptivus","1239307"
"2871","GO:0008741_ribulokinase activity|1914861",1.70909526165474,0,0,0,0.507459376193584,0,0,0,"GO:0008741","ribulokinase activity","Enterobacter sp. SA187","1914861"
"2872","GO:0008741_ribulokinase activity|69218",0.305195582438346,0,0,0,1.35322500318289,0,0,0,"GO:0008741","ribulokinase activity","Enterobacter cancerogenus","69218"
