# Gene Family	ETBH_Abundance-RPKs	OTBH_Abundance-RPKs
GO:0006189: [BP] 'de novo' IMP biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	282.308	0.0
GO:0006189: [BP] 'de novo' IMP biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	78.173	0.0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process	62.932	0.0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	55.313	0.0
GO:0006207: [BP] 'de novo' pyrimidine nucleobase biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	7.619	0.0
GO:0006220: [BP] pyrimidine nucleotide metabolic process	51.561	0.0
GO:0006220: [BP] pyrimidine nucleotide metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	46.928	0.0
GO:0006220: [BP] pyrimidine nucleotide metabolic process|g__Zymomonas.s__Zymomonas_mobilis	4.633	0.0
GO:0006223: [BP] uracil salvage	27.738	4.344
GO:0006223: [BP] uracil salvage|g__Lactobacillus.s__Lactobacillus_kunkeei	27.738	4.344
GO:0006226: [BP] dUMP biosynthetic process	21.79	0.0
GO:0006226: [BP] dUMP biosynthetic process|g__Acetobacter.s__Acetobacter_orientalis	5.475	0.0
GO:0006226: [BP] dUMP biosynthetic process|g__Acinetobacter.s__Acinetobacter_boissieri	4.841	0.0
GO:0006226: [BP] dUMP biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	11.474	0.0
GO:0006229: [BP] dUTP biosynthetic process	21.79	0.0
GO:0006229: [BP] dUTP biosynthetic process|g__Acetobacter.s__Acetobacter_orientalis	5.475	0.0
GO:0006229: [BP] dUTP biosynthetic process|g__Acinetobacter.s__Acinetobacter_boissieri	4.841	0.0
GO:0006229: [BP] dUTP biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	11.474	0.0
GO:0006231: [BP] dTMP biosynthetic process	40.677	0.0
GO:0006231: [BP] dTMP biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	32.192	0.0
GO:0006231: [BP] dTMP biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	8.485	0.0
GO:0006233: [BP] dTDP biosynthetic process	40.781	0.0
GO:0006233: [BP] dTDP biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	32.402	0.0
GO:0006233: [BP] dTDP biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	8.379	0.0
GO:0006235: [BP] dTTP biosynthetic process	81.458	0.0
GO:0006235: [BP] dTTP biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	64.594	0.0
GO:0006235: [BP] dTTP biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	16.864	0.0
GO:0006260: [BP] DNA replication	650.374	22.864
GO:0006260: [BP] DNA replication|g__Acetobacter.s__Acetobacter_orientalis	6.251	0.0
GO:0006260: [BP] DNA replication|g__Lactobacillus.s__Lactobacillus_kunkeei	567.141	22.864
GO:0006260: [BP] DNA replication|g__Zymomonas.s__Zymomonas_mobilis	76.983	0.0
GO:0006261: [BP] DNA-dependent DNA replication	131.212	0.0
GO:0006261: [BP] DNA-dependent DNA replication|g__Lactobacillus.s__Lactobacillus_kunkeei	114.672	0.0
GO:0006261: [BP] DNA-dependent DNA replication|g__Zymomonas.s__Zymomonas_mobilis	16.54	0.0
GO:0006265: [BP] DNA topological change	161.318	0.0
GO:0006265: [BP] DNA topological change|g__Lactobacillus.s__Lactobacillus_kunkeei	137.197	0.0
GO:0006265: [BP] DNA topological change|g__Zymomonas.s__Zymomonas_mobilis	24.12	0.0
GO:0006268: [BP] DNA unwinding involved in DNA replication	52.742	0.0
GO:0006268: [BP] DNA unwinding involved in DNA replication|g__Lactobacillus.s__Lactobacillus_kunkeei	52.742	0.0
GO:0006269: [BP] DNA replication, synthesis of RNA primer	49.225	0.0
GO:0006269: [BP] DNA replication, synthesis of RNA primer|g__Lactobacillus.s__Lactobacillus_kunkeei	43.313	0.0
GO:0006269: [BP] DNA replication, synthesis of RNA primer|g__Zymomonas.s__Zymomonas_mobilis	5.912	0.0
GO:0006270: [BP] DNA replication initiation	49.886	0.0
GO:0006270: [BP] DNA replication initiation|g__Lactobacillus.s__Lactobacillus_kunkeei	42.653	0.0
GO:0006270: [BP] DNA replication initiation|g__Zymomonas.s__Zymomonas_mobilis	7.234	0.0
GO:0006275: [BP] regulation of DNA replication	49.886	0.0
GO:0006275: [BP] regulation of DNA replication|g__Lactobacillus.s__Lactobacillus_kunkeei	42.653	0.0
GO:0006275: [BP] regulation of DNA replication|g__Zymomonas.s__Zymomonas_mobilis	7.234	0.0
GO:0006281: [BP] DNA repair	601.359	4.975
GO:0006281: [BP] DNA repair|g__Lactobacillus.s__Lactobacillus_kunkeei	542.365	4.975
GO:0006281: [BP] DNA repair|g__Zymomonas.s__Zymomonas_mobilis	58.994	0.0
GO:0006282: [BP] regulation of DNA repair	40.073	0.0
GO:0006282: [BP] regulation of DNA repair|g__Lactobacillus.s__Lactobacillus_kunkeei	34.514	0.0
GO:0006282: [BP] regulation of DNA repair|g__Zymomonas.s__Zymomonas_mobilis	5.559	0.0
GO:0006284: [BP] base-excision repair	158.091	0.0
GO:0006284: [BP] base-excision repair|g__Lactobacillus.s__Lactobacillus_kunkeei	142.795	0.0
GO:0006284: [BP] base-excision repair|g__Zymomonas.s__Zymomonas_mobilis	15.296	0.0
GO:0006289: [BP] nucleotide-excision repair	136.091	0.0
GO:0006289: [BP] nucleotide-excision repair|g__Lactobacillus.s__Lactobacillus_kunkeei	105.273	0.0
GO:0006289: [BP] nucleotide-excision repair|g__Zymomonas.s__Zymomonas_mobilis	30.818	0.0
GO:0006298: [BP] mismatch repair	79.099	0.0
GO:0006298: [BP] mismatch repair|g__Lactobacillus.s__Lactobacillus_kunkeei	74.152	0.0
GO:0006298: [BP] mismatch repair|g__Zymomonas.s__Zymomonas_mobilis	4.947	0.0
GO:0006306: [BP] DNA methylation	59.317	0.0
GO:0006306: [BP] DNA methylation|g__Acetobacter.s__Acetobacter_orientalis	6.297	0.0
GO:0006306: [BP] DNA methylation|g__Lactobacillus.s__Lactobacillus_kunkeei	47.997	0.0
GO:0006306: [BP] DNA methylation|g__Zymomonas.s__Zymomonas_mobilis	5.023	0.0
GO:0006308: [BP] DNA catabolic process	255.874	0.0
GO:0006308: [BP] DNA catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	223.334	0.0
GO:0006308: [BP] DNA catabolic process|g__Zymomonas.s__Zymomonas_mobilis	32.54	0.0
GO:0006310: [BP] DNA recombination	418.706	4.975
GO:0006310: [BP] DNA recombination|g__Acetobacter.s__Acetobacter_orientalis	10.754	0.0
GO:0006310: [BP] DNA recombination|g__Acinetobacter.s__Acinetobacter_boissieri	8.065	0.0
GO:0006310: [BP] DNA recombination|g__Lactobacillus.s__Lactobacillus_kunkeei	339.458	4.975
GO:0006310: [BP] DNA recombination|g__Zymomonas.s__Zymomonas_mobilis	60.43	0.0
GO:0006313: [BP] transposition, DNA-mediated	446.045	27.758
GO:0006313: [BP] transposition, DNA-mediated|g__Acetobacter.s__Acetobacter_orientalis	71.551	0.0
GO:0006313: [BP] transposition, DNA-mediated|g__Lactobacillus.s__Lactobacillus_kunkeei	355.793	27.758
GO:0006313: [BP] transposition, DNA-mediated|g__Zymomonas.s__Zymomonas_mobilis	18.701	0.0
GO:0006323: [BP] DNA packaging	25.272	0.0
GO:0006323: [BP] DNA packaging|g__Lactobacillus.s__Lactobacillus_kunkeei	25.272	0.0
GO:0006351: [BP] transcription, DNA-templated	181.913	0.0
GO:0006351: [BP] transcription, DNA-templated|g__Acetobacter.s__Acetobacter_orientalis	6.897	0.0
GO:0006351: [BP] transcription, DNA-templated|g__Lactobacillus.s__Lactobacillus_kunkeei	160.675	0.0
GO:0006351: [BP] transcription, DNA-templated|g__Zymomonas.s__Zymomonas_mobilis	14.341	0.0
GO:0006352: [BP] DNA-templated transcription, initiation	70.414	0.0
GO:0006352: [BP] DNA-templated transcription, initiation|g__Lactobacillus.s__Lactobacillus_kunkeei	53.647	0.0
GO:0006352: [BP] DNA-templated transcription, initiation|g__Zymomonas.s__Zymomonas_mobilis	16.767	0.0
GO:0006353: [BP] DNA-templated transcription, termination	150.738	0.0
GO:0006353: [BP] DNA-templated transcription, termination|g__Acinetobacter.s__Acinetobacter_boissieri	8.147	0.0
GO:0006353: [BP] DNA-templated transcription, termination|g__Lactobacillus.s__Lactobacillus_kunkeei	116.216	0.0
GO:0006353: [BP] DNA-templated transcription, termination|g__Zymomonas.s__Zymomonas_mobilis	26.375	0.0
GO:0006354: [BP] DNA-templated transcription, elongation	46.039	0.0
GO:0006354: [BP] DNA-templated transcription, elongation|g__Acinetobacter.s__Acinetobacter_boissieri	5.062	0.0
GO:0006354: [BP] DNA-templated transcription, elongation|g__Lactobacillus.s__Lactobacillus_kunkeei	32.637	0.0
GO:0006354: [BP] DNA-templated transcription, elongation|g__Zymomonas.s__Zymomonas_mobilis	8.34	0.0
GO:0006355: [BP] regulation of transcription, DNA-templated	1027.329	0.0
GO:0006355: [BP] regulation of transcription, DNA-templated|g__Acetobacter.s__Acetobacter_orientalis	24.739	0.0
GO:0006355: [BP] regulation of transcription, DNA-templated|g__Acinetobacter.s__Acinetobacter_boissieri	20.701	0.0
GO:0006355: [BP] regulation of transcription, DNA-templated|g__Lactobacillus.s__Lactobacillus_kunkeei	678.433	0.0
GO:0006355: [BP] regulation of transcription, DNA-templated|g__Zymomonas.s__Zymomonas_mobilis	303.456	0.0
GO:0006364: [BP] rRNA processing	243.013	0.0
GO:0006364: [BP] rRNA processing|g__Acinetobacter.s__Acinetobacter_boissieri	7.562	0.0
GO:0006364: [BP] rRNA processing|g__Lactobacillus.s__Lactobacillus_kunkeei	204.7	0.0
GO:0006364: [BP] rRNA processing|g__Zymomonas.s__Zymomonas_mobilis	30.751	0.0
GO:0006396: [BP] RNA processing	93.458	0.0
GO:0006396: [BP] RNA processing|g__Lactobacillus.s__Lactobacillus_kunkeei	53.074	0.0
GO:0006396: [BP] RNA processing|g__Zymomonas.s__Zymomonas_mobilis	40.384	0.0
GO:0006397: [BP] mRNA processing	48.694	0.0
GO:0006397: [BP] mRNA processing|g__Lactobacillus.s__Lactobacillus_kunkeei	42.909	0.0
GO:0006397: [BP] mRNA processing|g__Zymomonas.s__Zymomonas_mobilis	5.785	0.0
GO:0006400: [BP] tRNA modification	95.674	0.0
GO:0006400: [BP] tRNA modification|g__Lactobacillus.s__Lactobacillus_kunkeei	79.855	0.0
GO:0006400: [BP] tRNA modification|g__Zymomonas.s__Zymomonas_mobilis	15.82	0.0
GO:0006401: [BP] RNA catabolic process	71.872	0.0
GO:0006401: [BP] RNA catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	71.872	0.0
GO:0006402: [BP] mRNA catabolic process	65.613	0.0
GO:0006402: [BP] mRNA catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	55.723	0.0
GO:0006402: [BP] mRNA catabolic process|g__Zymomonas.s__Zymomonas_mobilis	9.89	0.0
GO:0006412: [BP] translation	3254.057	43.226
GO:0006412: [BP] translation|g__Acetobacter.s__Acetobacter_orientalis	278.637	0.0
GO:0006412: [BP] translation|g__Acinetobacter.s__Acinetobacter_boissieri	192.049	0.0
GO:0006412: [BP] translation|g__Lactobacillus.s__Lactobacillus_kunkeei	2514.663	43.226
GO:0006412: [BP] translation|g__Zymomonas.s__Zymomonas_mobilis	268.708	0.0
GO:0006415: [BP] translational termination	37.078	0.0
GO:0006415: [BP] translational termination|g__Lactobacillus.s__Lactobacillus_kunkeei	28.912	0.0
GO:0006415: [BP] translational termination|g__Zymomonas.s__Zymomonas_mobilis	8.166	0.0
GO:0006417: [BP] regulation of translation	73.282	0.0
GO:0006417: [BP] regulation of translation|g__Acinetobacter.s__Acinetobacter_boissieri	8.065	0.0
GO:0006417: [BP] regulation of translation|g__Lactobacillus.s__Lactobacillus_kunkeei	33.971	0.0
GO:0006417: [BP] regulation of translation|g__Zymomonas.s__Zymomonas_mobilis	31.247	0.0
GO:0006419: [BP] alanyl-tRNA aminoacylation	26.239	0.0
GO:0006419: [BP] alanyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	19.679	0.0
GO:0006419: [BP] alanyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	6.56	0.0
GO:0006420: [BP] arginyl-tRNA aminoacylation	41.418	0.0
GO:0006420: [BP] arginyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	28.115	0.0
GO:0006420: [BP] arginyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	13.303	0.0
GO:0006421: [BP] asparaginyl-tRNA aminoacylation	31.652	0.0
GO:0006421: [BP] asparaginyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	31.652	0.0
GO:0006422: [BP] aspartyl-tRNA aminoacylation	33.334	0.0
GO:0006422: [BP] aspartyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	25.246	0.0
GO:0006422: [BP] aspartyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	8.088	0.0
GO:0006423: [BP] cysteinyl-tRNA aminoacylation	38.873	0.0
GO:0006423: [BP] cysteinyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	32.186	0.0
GO:0006423: [BP] cysteinyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	6.687	0.0
GO:0006424: [BP] glutamyl-tRNA aminoacylation	35.702	0.0
GO:0006424: [BP] glutamyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	30.937	0.0
GO:0006424: [BP] glutamyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	4.765	0.0
GO:0006426: [BP] glycyl-tRNA aminoacylation	73.173	0.0
GO:0006426: [BP] glycyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	65.082	0.0
GO:0006426: [BP] glycyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	8.091	0.0
GO:0006427: [BP] histidyl-tRNA aminoacylation	22.755	0.0
GO:0006427: [BP] histidyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	22.755	0.0
GO:0006428: [BP] isoleucyl-tRNA aminoacylation	28.751	0.0
GO:0006428: [BP] isoleucyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	24.945	0.0
GO:0006428: [BP] isoleucyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	3.807	0.0
GO:0006429: [BP] leucyl-tRNA aminoacylation	26.96	0.0
GO:0006429: [BP] leucyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	26.96	0.0
GO:0006430: [BP] lysyl-tRNA aminoacylation	33.136	0.0
GO:0006430: [BP] lysyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	28.006	0.0
GO:0006430: [BP] lysyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	5.13	0.0
GO:0006431: [BP] methionyl-tRNA aminoacylation	37.622	0.0
GO:0006431: [BP] methionyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	32.539	0.0
GO:0006431: [BP] methionyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	5.084	0.0
GO:0006432: [BP] phenylalanyl-tRNA aminoacylation	52.284	0.0
GO:0006432: [BP] phenylalanyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	43.935	0.0
GO:0006432: [BP] phenylalanyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	8.349	0.0
GO:0006433: [BP] prolyl-tRNA aminoacylation	37.595	0.0
GO:0006433: [BP] prolyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	31.668	0.0
GO:0006433: [BP] prolyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	5.927	0.0
GO:0006434: [BP] seryl-tRNA aminoacylation	21.884	0.0
GO:0006434: [BP] seryl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	21.884	0.0
GO:0006435: [BP] threonyl-tRNA aminoacylation	28.07	0.0
GO:0006435: [BP] threonyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	28.07	0.0
GO:0006436: [BP] tryptophanyl-tRNA aminoacylation	25.714	0.0
GO:0006436: [BP] tryptophanyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	25.714	0.0
GO:0006437: [BP] tyrosyl-tRNA aminoacylation	27.307	0.0
GO:0006437: [BP] tyrosyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	22.591	0.0
GO:0006437: [BP] tyrosyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	4.716	0.0
GO:0006438: [BP] valyl-tRNA aminoacylation	61.813	0.0
GO:0006438: [BP] valyl-tRNA aminoacylation|g__Lactobacillus.s__Lactobacillus_kunkeei	44.818	0.0
GO:0006438: [BP] valyl-tRNA aminoacylation|g__Zymomonas.s__Zymomonas_mobilis	16.995	0.0
GO:0006449: [BP] regulation of translational termination	28.077	0.0
GO:0006449: [BP] regulation of translational termination|g__Lactobacillus.s__Lactobacillus_kunkeei	23.042	0.0
GO:0006449: [BP] regulation of translational termination|g__Zymomonas.s__Zymomonas_mobilis	5.035	0.0
GO:0006450: [BP] regulation of translational fidelity	106.475	9.174
GO:0006450: [BP] regulation of translational fidelity|g__Acetobacter.s__Acetobacter_orientalis	14.493	0.0
GO:0006450: [BP] regulation of translational fidelity|g__Lactobacillus.s__Lactobacillus_kunkeei	91.982	9.174
GO:0006457: [BP] protein folding	323.319	8.696
GO:0006457: [BP] protein folding|g__Acinetobacter.s__Acinetobacter_boissieri	6.306	0.0
GO:0006457: [BP] protein folding|g__Lactobacillus.s__Lactobacillus_kunkeei	278.793	8.696
GO:0006457: [BP] protein folding|g__Zymomonas.s__Zymomonas_mobilis	38.22	0.0
GO:0006464: [BP] cellular protein modification process	29.038	0.0
GO:0006464: [BP] cellular protein modification process|g__Lactobacillus.s__Lactobacillus_kunkeei	18.868	0.0
GO:0006464: [BP] cellular protein modification process|g__Zymomonas.s__Zymomonas_mobilis	10.17	0.0
GO:0006465: [BP] signal peptide processing	6.39	0.0
GO:0006465: [BP] signal peptide processing|g__Zymomonas.s__Zymomonas_mobilis	6.39	0.0
GO:0006470: [BP] protein dephosphorylation	27.135	0.0
GO:0006470: [BP] protein dephosphorylation|g__Lactobacillus.s__Lactobacillus_kunkeei	27.135	0.0
GO:0006474: [BP] N-terminal protein amino acid acetylation	36.268	0.0
GO:0006474: [BP] N-terminal protein amino acid acetylation|g__Lactobacillus.s__Lactobacillus_kunkeei	28.806	0.0
GO:0006474: [BP] N-terminal protein amino acid acetylation|g__Zymomonas.s__Zymomonas_mobilis	7.463	0.0
GO:0006482: [BP] protein demethylation	6.081	0.0
GO:0006482: [BP] protein demethylation|g__Zymomonas.s__Zymomonas_mobilis	6.081	0.0
GO:0006486: [BP] protein glycosylation	17.24	0.0
GO:0006486: [BP] protein glycosylation|g__Zymomonas.s__Zymomonas_mobilis	17.24	0.0
GO:0006508: [BP] proteolysis	10.204	0.0
GO:0006508: [BP] proteolysis|g__Zymomonas.s__Zymomonas_mobilis	10.204	0.0
GO:0006515: [BP] misfolded or incompletely synthesized protein catabolic process	5.782	0.0
GO:0006515: [BP] misfolded or incompletely synthesized protein catabolic process|g__Zymomonas.s__Zymomonas_mobilis	5.782	0.0
GO:0006520: [BP] cellular amino acid metabolic process	101.003	0.0
GO:0006520: [BP] cellular amino acid metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	60.29	0.0
GO:0006520: [BP] cellular amino acid metabolic process|g__Zymomonas.s__Zymomonas_mobilis	40.714	0.0
GO:0006526: [BP] arginine biosynthetic process	118.762	0.0
GO:0006526: [BP] arginine biosynthetic process|g__Acetobacter.s__Acetobacter_orientalis	4.844	0.0
GO:0006526: [BP] arginine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	84.999	0.0
GO:0006526: [BP] arginine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	28.919	0.0
GO:0006527: [BP] arginine catabolic process	42.44	0.0
GO:0006527: [BP] arginine catabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	34.06	0.0
GO:0006527: [BP] arginine catabolic process|g__Zymomonas.s__Zymomonas_mobilis	8.38	0.0
GO:0006528: [BP] asparagine metabolic process	7.806	0.0
GO:0006528: [BP] asparagine metabolic process|g__Zymomonas.s__Zymomonas_mobilis	7.806	0.0
GO:0006529: [BP] asparagine biosynthetic process	26.615	0.0
GO:0006529: [BP] asparagine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	26.615	0.0
GO:0006534: [BP] cysteine metabolic process	31.639	0.0
GO:0006534: [BP] cysteine metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	25.808	0.0
GO:0006534: [BP] cysteine metabolic process|g__Zymomonas.s__Zymomonas_mobilis	5.83	0.0
GO:0006535: [BP] cysteine biosynthetic process from serine	3.78	0.0
GO:0006535: [BP] cysteine biosynthetic process from serine|g__Zymomonas.s__Zymomonas_mobilis	3.78	0.0
GO:0006537: [BP] glutamate biosynthetic process	8.13	0.0
GO:0006537: [BP] glutamate biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	8.13	0.0
GO:0006541: [BP] glutamine metabolic process	292.899	8.624
GO:0006541: [BP] glutamine metabolic process|g__Acetobacter.s__Acetobacter_orientalis	3.813	0.0
GO:0006541: [BP] glutamine metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	216.905	8.624
GO:0006541: [BP] glutamine metabolic process|g__Zymomonas.s__Zymomonas_mobilis	72.181	0.0
GO:0006542: [BP] glutamine biosynthetic process	27.026	0.0
GO:0006542: [BP] glutamine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	27.026	0.0
GO:0006545: [BP] glycine biosynthetic process	48.369	0.0
GO:0006545: [BP] glycine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	39.237	0.0
GO:0006545: [BP] glycine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	9.132	0.0
GO:0006555: [BP] methionine metabolic process	55.276	0.0
GO:0006555: [BP] methionine metabolic process|g__Lactobacillus.s__Lactobacillus_kunkeei	55.276	0.0
GO:0006556: [BP] S-adenosylmethionine biosynthetic process	37.522	0.0
GO:0006556: [BP] S-adenosylmethionine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	32.417	0.0
GO:0006556: [BP] S-adenosylmethionine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	5.105	0.0
GO:0006564: [BP] L-serine biosynthetic process	12.741	0.0
GO:0006564: [BP] L-serine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	12.741	0.0
GO:0006571: [BP] tyrosine biosynthetic process	5.623	0.0
GO:0006571: [BP] tyrosine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	5.623	0.0
GO:0006605: [BP] protein targeting	81.395	0.0
GO:0006605: [BP] protein targeting|g__Lactobacillus.s__Lactobacillus_kunkeei	60.368	0.0
GO:0006605: [BP] protein targeting|g__Zymomonas.s__Zymomonas_mobilis	21.027	0.0
GO:0006614: [BP] SRP-dependent cotranslational protein targeting to membrane	55.488	0.0
