"GO_description"	"Enterobacter sp. SA187 - Mean SM/DSM"	"Klebsiella oxytoca - Mean SM/DSM"	"Leuconostoc pseudomesenteroides - Mean SM/DSM"	"Sodalis glossinidius - Mean SM/DSM"	"Sodalis praecaptivus - Mean SM/DSM"	"Enterobacter sp. SA187 - SD SM/DSM"	"Klebsiella oxytoca - SD SM/DSM"	"Leuconostoc pseudomesenteroides - SD SM/DSM"	"Sodalis glossinidius - SD SM/DSM"	"Sodalis praecaptivus - SD SM/DSM"	"term"	"df"	"sumsq"	"meansq"	"statistic"	"p.value"	"significance"
"642"	"double-strand break repair via homologous recombination"	3.99147562706379	0	2.13456918526294	0	0.955943267141006	3.85065913525937	0	0.865768895123462	0	0.402362123156593	"Species"	4	22.7423595731319	5.68558989328299	1.8062075734719	0.265051328080949	"not sign."
"643"	"double-stranded DNA 5'-3' exodeoxyribonuclease activity"	0	0.427273815413685	0	0	0	0	0.604256424604932	0	0	0	"Species"	4	0.292100661341068	0.0730251653352671	1	0.485657196759213	"not sign."
"644"	"double-stranded DNA binding"	0.0305195582438346	0	2.13456918526294	0	0.253729688096792	0.0431611731860666	0	0.865768895123462	0	0.358827966083179	"Species"	4	6.90311856743628	1.72577964185907	9.80360346687729	0.0138358263567985	"not sign."
"645"	"double-stranded DNA endodeoxyribonuclease activity"	0.0305195582438346	0	0	0	0.0140960937831551	0.0431611731860666	0	0	0	0.019934887004621	"Species"	4	0.00146406402836727	0.000366016007091817	0.809667253259576	0.568923058161825	"not sign."
"646"	"double-stranded RNA binding"	0	0	0.951024786349942	0	0.122078232975338	0	0	0.467817122805738	0	0.172644692744266	"Species"	4	1.37808244240266	0.344520610600664	6.92757030466296	0.0284820031329822	"not sign."
"647"	"drug binding"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"648"	"drug export"	0.0446156520269897	0	0	0	0	0.0232262861814455	0	0	0	0	"Species"	4	0.0031848902492695	0.000796222562317374	7.37980588489318	0.0250558535535583	"not sign."
"649"	"drug transmembrane transport"	1.01452314323314	0	0	0	0.551811288784557	0.119049846196706	0	0	0	0.341811494368034	"Species"	4	1.68614439200178	0.421536098000444	16.0881860362	0.0046331123891991	"significant"
"650"	"drug transmembrane transporter activity"	0.293558729050724	0	1.635146878846	0	4.29965792876971	0.0164569958841223	0	2.31244689253604	0	1.77469896343299	"Species"	4	26.9768757565174	6.74421893912935	3.9684771915759	0.0814682115800323	"not sign."
"651"	"drug:proton antiporter activity"	0	0	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	"Species"	4	0.000317919775909606	7.94799439774016e-05	1	0.485657196759213	"not sign."
"652"	"dTDP-4-amino-4,6-dideoxygalactose transaminase activity"	0.0422882813494653	0	0	0	0	0.0598046610138631	0	0	0	0	"Species"	4	0.00286127798318646	0.000715319495796616	0.999999999999999	0.485657196759214	"not sign."
"653"	"dTDP-4-dehydrorhamnose 3,5-epimerase activity"	0.465171094844119	0	0	0	0	0.657851271152494	0	0	0	0	"Species"	4	0.346214635965561	0.0865536589913903	1	0.485657196759214	"not sign."
"654"	"dTDP-4-dehydrorhamnose reductase activity"	0.253729688096792	0	0	0	0	0.358827966083179	0	0	0	0	"Species"	4	0.103006007394713	0.0257515018486782	0.999999999999998	0.485657196759214	"not sign."
"655"	"dTDP-glucose 4,6-dehydratase activity"	0.580267215786885	0	0	0	0	0.734299419994154	0	0	0	0	"Species"	4	0.538736066747301	0.134684016686825	1.2489345901935	0.398077334404588	"not sign."
"656"	"dTDP-rhamnose biosynthetic process"	0.6907085953746	0	0	0	0	0.97680946322643	0	0	0	0	"Species"	4	0.763325381958965	0.190831345489741	0.999999999999999	0.485657196759214	"not sign."
"657"	"dTMP biosynthetic process"	0.0305195582438346	0	0.296017969446258	0	0	0.0431611731860666	0	0.418632627097042	0	0	"Species"	4	0.134465460544985	0.0336163651362463	0.948992020325414	0.5064636918706	"not sign."
"658"	"dTTP biosynthetic process"	0	0	0.296017969446258	0	0	0	0	0.418632627097042	0	0	"Species"	4	0.140202621176137	0.0350506552940342	1	0.485657196759214	"not sign."
"659"	"dTTP diphosphatase activity"	0.0446156520269897	0	0	0	0.105654768514659	0.0232262861814455	0	0	0	0.109548632553579	"Species"	4	0.0172744933154537	0.00431862332886342	1.72188924590898	0.280924813241765	"not sign."
"660"	"dUTP biosynthetic process"	0.0446156520269897	0	0	0	0.0446156520269897	0.0232262861814455	0	0	0	0.0232262861814455	"Species"	4	0.00477733537390424	0.00119433384347606	5.53485441366988	0.0442806255667679	"not sign."
"661"	"dUTP diphosphatase activity"	0.0140960937831551	0	0.140960937831551	0	0	0.019934887004621	0	0.19934887004621	0	0	"Species"	4	0.0305202984873222	0.00763007462183054	0.95049504950495	0.505835369313285	"not sign."
"662"	"dUTP metabolic process"	0.0140960937831551	0	0.140960937831551	0	0	0.019934887004621	0	0.19934887004621	0	0	"Species"	4	0.0305202984873222	0.00763007462183054	0.95049504950495	0.505835369313285	"not sign."
"663"	"efflux pump complex"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"664"	"efflux transmembrane transporter activity"	1.67677581160542	0.296017969446258	0	0	3.56240191984462	0.218351297332463	0.418632627097042	0	0	1.09088948275324	"Species"	4	18.9244658193771	4.73111645484427	16.7417390959219	0.00423208892664107	"significant"
"665"	"electron carrier activity"	6.05947415070458	1.52597791219173	2.66297489755424	0	1.02176899470173	1.31831342951643	2.15805865930333	0.895391487714876	0	0.668098452570314	"Species"	4	43.5556387631713	10.8889096907928	7.12322062565752	0.0269241441655804	"not sign."
"666"	"electron transport chain"	0.197345312964171	0	0	0	0.131519585403445	0.279088418064694	0	0	0	0.0133520886509717	"Species"	4	0.0692242992359046	0.0173060748089762	1.10838862414247	0.444820126446185	"not sign."
"667"	"electron transport coupled proton transport"	0.0305195582438346	0	0	0	0.0140960937831551	0.0431611731860666	0	0	0	0.019934887004621	"Species"	4	0.00146406402836727	0.000366016007091817	0.809667253259576	0.568923058161825	"not sign."
"668"	"endo-1,4-beta-xylanase activity"	0.436978907277809	0	0	0	0	0.617981497143252	0	0	0	0	"Species"	4	0.305520904649132	0.076380226162283	0.999999999999998	0.485657196759214	"not sign."
"669"	"endodeoxyribonuclease activity"	0.0446156520269897	0	0	0	0	0.0232262861814455	0	0	0	0	"Species"	4	0.0031848902492695	0.000796222562317374	7.37980588489318	0.0250558535535583	"not sign."
"670"	"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"	0.366498438362033	0	0.824028072583535	0	0.0140960937831551	0.518307062120147	0	1.1653516760238	0	0.019934887004621	"Species"	4	1.04663789124561	0.261659472811403	0.80407480630989	0.571609995552577	"not sign."
"671"	"endonuclease activity"	1.31519585403445	0	3.92191824617407	0	0.434519666882275	0.133520886509717	0	0.323489579047169	0	0.182891874162088	"Species"	4	21.7330085748982	5.43325214372455	174.228948596768	1.49130040753834e-05	"significant"
"672"	"endopeptidase activity"	0.281790005945094	0	0	0	0.0446156520269897	0.119422830084052	0	0	0	0.0232262861814455	"Species"	4	0.120176066290184	0.0300440165725459	10.1491328316527	0.0128451896011842	"not sign."
"673"	"endopeptidase inhibitor activity"	1.02901484617033	0	0	0	0	1.45524675133734	0	0	0	0	"Species"	4	1.6941944858223	0.423548621455575	0.999999999999998	0.485657196759214	"not sign."
"674"	"endoribonuclease activity"	0.310114063229412	0	4.56063346833509	0	0	0.438567514101663	0	0.628722698582788	0	0	"Species"	4	32.3014241229249	8.07535603073121	68.7107979324202	0.000147444285542282	"significant"
"675"	"endoribonuclease activity, producing 5'-phosphomonoesters"	0.535651563759895	0	0.0140960937831551	0	0	0.7575257061756	0	0.019934887004621	0	0	"Species"	4	0.453353600447101	0.113338400111775	0.986851211072664	0.490919845868998	"not sign."
"676"	"energy transducer activity"	0.274676024194512	0	0	0	0.0305195582438346	0.388450558674599	0	0	0	0.0431611731860666	"Species"	4	0.115498985989453	0.0288747464973633	0.945121951219513	0.508085846267706	"not sign."
"677"	"enoyl-[acyl-carrier-protein] reductase (NADH) activity"	0	0	0.159711772969755	0	0	0	0	0.0532218626602141	0	0	"Species"	4	0.0408125606802283	0.0102031401700571	18.0104148934044	0.00358149836643429	"significant"
"678"	"enoyl-[acyl-carrier-protein] reductase activity"	0	0	0.159711772969755	0	0	0	0	0.0532218626602141	0	0	"Species"	4	0.0408125606802283	0.0102031401700571	18.0104148934044	0.00358149836643429	"significant"
"679"	"enoyl-CoA hydratase activity"	0.937060562284794	0	0	0	0	0.0303685603661173	0	0	0	0	"Species"	4	1.40493199582319	0.351232998955798	1904.21905721084	3.85598004276263e-08	"significant"
"680"	"enterobacterial common antigen biosynthetic process"	1.50788642564358	0	0	0	0	0.578671198965033	0	0	0	0	"Species"	4	3.63795435622425	0.909488589056062	13.5801173738593	0.006784446575525	"not sign."
"681"	"enterobactin transport"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"682"	"enterochelin esterase activity"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"683"	"Entner-Doudoroff pathway through 6-phosphogluconate"	1.35037015363333	0	0	0	0.281921875663102	0.075702181066961	0	0	0	0.39869774009242	"Species"	4	2.74020808404034	0.685052021010086	20.79813817699	0.00257015993293885	"significant"
"684"	"enzyme activator activity"	0.0563843751326205	0	0	0	0	0.0797395480184842	0	0	0	0	"Species"	4	0.00508671641455372	0.00127167910363843	0.999999999999999	0.485657196759214	"not sign."
"685"	"enzyme binding"	0.0563843751326205	0	0	0	0	0.0797395480184842	0	0	0	0	"Species"	4	0.00508671641455372	0.00127167910363843	0.999999999999999	0.485657196759214	"not sign."
"686"	"enzyme regulator activity"	0.584921957141933	0	0.0140960937831551	0	2.20544526333274	0.568237525603536	0	0.019934887004621	0	0.788267250429063	"Species"	4	7.26663661831979	1.81665915457995	9.61544789701922	0.0144206340708564	"not sign."
"687"	"enzyme-directed rRNA 2'-O-methylation"	0.493363282410429	0	0.267825781879947	0	0.0305195582438346	0.697721045161736	0	0.378762853087799	0	0.0431611731860666	"Species"	4	0.381417825413586	0.0953544563533966	0.754220828761707	0.596196990778906	"not sign."
"688"	"epoxyqueuosine reductase activity"	0	0	0	0	3.72483667264592	0	0	0	0	0.433663143241079	"Species"	4	22.1990531806207	5.54976329515517	147.550076162164	2.25020150631681e-05	"significant"
"689"	"erythrose-4-phosphate dehydrogenase activity"	0.73246939785203	0	0	0	0	1.0358681564656	0	0	0	0	"Species"	4	0.858418270063546	0.214604567515886	1	0.485657196759213	"not sign."
"690"	"establishment of competence for transformation"	1.37338012097256	0	0.105654768514659	0	0	1.942252793373	0	0.109548632553579	0	0	"Species"	4	2.91965409185679	0.729913522964198	0.964385082028029	0.500073005595052	"not sign."
"691"	"ethanolamine ammonia-lyase activity"	1.29165840782318	0	0	0	0	0.0724107818901358	0	0	0	0	"Species"	4	2.66941030800052	0.66735257700013	636.383443334148	5.94712140089873e-07	"significant"
"692"	"ethanolamine catabolic process"	0.427273815413685	0.122078232975338	0	0	0	0.604256424604932	0.172644692744266	0	0	0	"Species"	4	0.274216947381411	0.0685542368453528	0.867924528301888	0.541771773700953	"not sign."
"693"	"ethanolamine metabolic process"	0	0.366234698926016	0	0	0	0	0.517934078232799	0	0	0	"Species"	4	0.214604567515888	0.0536511418789719	1	0.485657196759213	"not sign."
"694"	"excinuclease ABC activity"	0.296017969446258	0	2.39308548443278	0	0	0.418632627097042	0	0.154882253254423	0	0	"Species"	4	8.73645859381028	2.18411464845257	54.8106564675021	0.000255696692492412	"significant"
"695"	"excinuclease repair complex"	0.493363282410429	0	2.53637379294186	0	0	0.697721045161736	0	0.0385643304035235	0	0	"Species"	4	9.68147599360044	2.42036899840011	24.7835322231528	0.00170747428707096	"significant"
"696"	"exo-1,4-beta-D-glucosaminidase activity"	0.0610391164876695	0	0	0	0	0.0863223463721334	0	0	0	0	"Species"	4	0.00596123798655247	0.00149030949663812	1	0.485657196759213	"not sign."
"697"	"exodeoxyribonuclease activity"	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	0	0	"Species"	4	0.00149030949663811	0.000372577374159527	1	0.485657196759213	"not sign."
"698"	"exodeoxyribonuclease I activity"	0.281921875663102	0	0	0	0	0.39869774009242	0	0	0	0	"Species"	4	0.127167910363842	0.0317919775909606	0.999999999999998	0.485657196759214	"not sign."
"699"	"exodeoxyribonuclease V activity"	5.8157988793793	0	0	0	0.984135454707316	5.67311611466098	0	0	0	0.442231897165835	"Species"	4	51.0884356180471	12.7721089045118	1.97223311911709	0.237155564377532	"not sign."
"700"	"exodeoxyribonuclease V complex"	1.37843047148163	0	0	0	0	0.553952977234194	0	0	0	0	"Species"	4	3.04011290353453	0.760028225883632	12.3837998448171	0.00832502297621754	"not sign."
"701"	"exodeoxyribonuclease VII activity"	1.51486853767615	0	1.24278362359517	0	0	0.3295783573791	0	1.67123910921134	0	0	"Species"	4	4.63681746600908	1.15920436650227	1.99748341640974	0.233265636578837	"not sign."
"702"	"exodeoxyribonuclease VII complex"	1.51486853767615	0	1.24278362359517	0	0	0.3295783573791	0	1.67123910921134	0	0	"Species"	4	4.63681746600908	1.15920436650227	1.99748341640974	0.233265636578837	"not sign."
"703"	"exonuclease activity"	1.43494671633226	0	0.810459457672414	0	0.230192241885531	0.0439071409607642	0	0.887195717677472	0	0.152896297683319	"Species"	4	3.08637515223214	0.771593788058034	4.74872910490768	0.0590480583111016	"not sign."
"704"	"exopolyphosphatase activity"	0.239633594313637	0	0.324078287294559	0	0	0.338893079078558	0	0.0596181690701894	0	0	"Species"	4	0.197793557452394	0.0494483893630985	2.08814194070019	0.219991411970609	"not sign."
"705"	"exoribonuclease II activity"	0	0	1.92791438958867	0	0	0	0	0.812733524406919	0	0	"Species"	4	5.94696622973285	1.48674155743321	11.2540576804055	0.0102693229872834	"not sign."
"706"	"extracellular polysaccharide biosynthetic process"	0.0869039333764551	0	0	0	0.0446156520269897	0.0365783748324176	0	0	0	0.0232262861814455	"Species"	4	0.012166739546308	0.00304168488657699	8.10062726126823	0.0206850390529235	"not sign."
"707"	"extracellular region"	1.81540937875944	0	0.366498438362033	0	0.225537500530482	0.0640285199090541	0	0.518307062120147	0	0.318958192073937	"Species"	4	4.64348178091644	1.16087044522911	15.4999232969947	0.0050410503566303	"not sign."
"708"	"extracellular space"	0.77528515807353	0	0	0	0.0140960937831551	1.09641878525416	0	0	0	0.019934887004621	"Species"	4	0.953282448064953	0.238320612016238	0.990912095175147	0.489287139293965	"not sign."
"709"	"extrinsic component of membrane"	0	0	0.0587117458101448	0	0	0	0	0.00329139917682453	0	0	"Species"	4	0.0055153105537201	0.00137882763843002	636.383443334079	5.94712140090034e-07	"significant"
"710"	"extrinsic component of plasma membrane"	0	0	1.42590097305818	0	0.0610391164876695	0	0	1.41227207009494	0	0.0863223463721334	"Species"	4	3.18944238546028	0.797360596365071	1.99144594331815	0.234187829000335	"not sign."
"711"	"FAD binding"	1.83209658265614	0	2.49588540339788	0	0.324210157012568	1.03717360007131	0	2.25388221931858	0	0.458502401106284	"Species"	4	10.7251114275659	2.68127785689147	2.10595642749313	0.217504325316016	"not sign."
"712"	"FAD biosynthetic process"	0	0	0.676612501591445	0	0.54974765754305	0	0	0.956874576221809	0	0.777460593180221	"Species"	4	0.918470232602854	0.229617558150713	0.755294117647059	0.59565557755531	"not sign."
"713"	"farnesyltranstransferase activity"	0.0610391164876695	0	0	0	0.150270420541649	0.0863223463721334	0	0	0	0.132774918735024	"Species"	4	0.0347532578869006	0.00868831447172514	1.73206993464236	0.278941651903978	"not sign."
"714"	"fatty acid beta-oxidation"	1.0921175938995	0	0	0	0	0.249652317416948	0	0	0	0	"Species"	4	1.90835334224773	0.477088335561933	38.2734489117354	0.000608530730575275	"significant"
"715"	"fatty acid beta-oxidation multienzyme complex"	0.112768750265241	0	0	0	0	0.159479096036968	0	0	0	0	"Species"	4	0.0203468656582149	0.00508671641455372	0.999999999999999	0.485657196759214	"not sign."
"716"	"fatty acid beta-oxidation using acyl-CoA dehydrogenase"	0.563843751326205	0	0	0	0.0728078395933	0.797395480184842	0	0	0	0.0166434878277965	"Species"	4	0.484311415543567	0.121077853885892	0.951695506563628	0.505334206345635	"not sign."
"717"	"fatty acid beta-oxidation, unsaturated, even number, reductase/isomerase pathway"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"718"	"fatty acid binding"	0	0	0.091558674731504	0	0	0	0	0.1294835195582	0	0	"Species"	4	0.013412785469743	0.00335319636743574	1	0.485657196759214	"not sign."
"719"	"fatty acid biosynthetic process"	1.59918136093906	0	9.5759417213421	0	1.63202828986042	0.587053460946115	0	4.93055546882008	0	0.713245581327491	"Species"	4	128.229863921661	32.0574659804152	6.36977669878018	0.0336791758843195	"not sign."
"720"	"fatty acid catabolic process"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"721"	"fatty acid metabolic process"	1.46573001401212	0	1.34286056272872	0	0	1.03698710812764	0	1.89909162018693	0	0	"Species"	4	4.74800551871315	1.18700137967829	1.26765159392229	0.392334770770735	"not sign."
"722"	"fatty-acyl-CoA binding"	0.310114063229412	0	0	0	0	0.438567514101663	0	0	0	0	"Species"	4	0.153873171540249	0.0384682928850624	0.999999999999999	0.485657196759214	"not sign."
"723"	"ferredoxin hydrogenase activity"	0.592035938892515	0	0	0	0	0.837265254194084	0	0	0	0	"Species"	4	0.560810484704546	0.140202621176137	0.999999999999999	0.485657196759214	"not sign."
"724"	"ferredoxin hydrogenase complex"	0.592035938892515	0	0	0	0	0.837265254194084	0	0	0	0	"Species"	4	0.560810484704546	0.140202621176137	0.999999999999999	0.485657196759214	"not sign."
"725"	"ferredoxin-NAD+ reductase activity"	0.098672656482086	0	0	0	0	0.139544209032347	0	0	0	0	"Species"	4	0.0155780690195708	0.0038945172548927	0.999999999999999	0.485657196759214	"not sign."
"726"	"ferredoxin-NADP+ reductase activity"	0.0140960937831551	0	1.48873998135134	0	0	0.019934887004621	0	0.829563504178393	0	0	"Species"	4	3.52968435637762	0.882421089094404	6.40760732621783	0.0332865677518577	"not sign."
"727"	"ferric iron binding"	1.15548408106469	0	0	0	0.122078232975338	0.0802990238495046	0	0	0	0.172644692744266	"Species"	4	2.04722692661848	0.511806731654619	70.5860033271484	0.000138056212598428	"significant"
"728"	"ferric-chelate reductase (NADPH) activity"	0.310114063229412	0	0	0	0	0.438567514101663	0	0	0	0	"Species"	4	0.153873171540249	0.0384682928850624	0.999999999999999	0.485657196759214	"not sign."
